User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,GDP ($ per capita)
1262,Basic,12,16-10-22,03-07-23,Brazil,46,Male,Smart TV,1 Month,7600.0
1263,Standard,14,18-10-22,03-07-23,Mexico,30,Female,Tablet,1 Month,9000.0
1264,Standard,11,22-10-22,05-07-23,Spain,30,Female,Smart TV,1 Month,22000.0
1265,Basic,10,24-10-22,03-07-23,Italy,34,Female,Tablet,1 Month,26700.0
1266,Premium,15,25-10-22,04-07-23,Spain,47,Female,Laptop,1 Month,22000.0
1267,Basic,14,29-10-22,03-07-23,Spain,41,Male,Tablet,1 Month,22000.0
1268,Standard,13,02-11-22,04-07-23,United States,42,Female,Laptop,1 Month,37800.0
1269,Premium,12,03-11-22,05-07-23,Canada,48,Female,Smartphone,1 Month,29800.0
1270,Basic,11,04-11-22,06-07-23,United States,30,Female,Smart TV,1 Month,37800.0
1271,Basic,13,05-11-22,03-07-23,United States,51,Male,Smartphone,1 Month,37800.0
1272,Basic,13,05-11-22,04-07-23,Canada,27,Male,Smartphone,1 Month,29800.0
1273,Standard,13,31-10-22,04-07-23,United Kingdom,38,Male,Tablet,1 Month,27700.0
1274,Premium,12,27-10-22,05-07-23,Australia,29,Female,Smart TV,1 Month,29000.0
1275,Basic,11,25-10-22,03-07-23,Germany,40,Female,Smartphone,1 Month,27600.0
1276,Basic,12,26-10-22,04-07-23,France,31,Female,Laptop,1 Month,27600.0
1277,Premium,11,30-09-22,04-07-23,Brazil,30,Male,Smartphone,1 Month,7600.0
1278,Standard,13,27-09-22,05-07-23,Mexico,44,Male,Laptop,1 Month,9000.0
1279,Standard,14,12-09-22,03-07-23,Spain,34,Female,Tablet,1 Month,22000.0
1280,Basic,14,25-08-22,04-07-23,Italy,28,Female,Laptop,1 Month,26700.0
1281,Premium,13,25-08-22,04-07-23,Spain,41,Female,Laptop,1 Month,22000.0
1282,Standard,12,22-08-22,05-07-23,Spain,43,Male,Tablet,1 Month,22000.0
1283,Basic,10,17-08-22,02-07-23,United States,33,Male,Laptop,1 Month,37800.0
1284,Standard,12,09-08-22,03-07-23,Canada,32,Female,Tablet,1 Month,29800.0
1285,Premium,10,06-08-22,04-07-23,United States,39,Male,Smart TV,1 Month,37800.0
1286,Basic,15,17-07-22,04-07-23,United States,37,Male,Laptop,1 Month,37800.0
1287,Premium,11,12-07-22,02-07-23,Canada,46,Male,Tablet,1 Month,29800.0
1288,Standard,11,12-07-22,03-07-23,United Kingdom,39,Male,Smartphone,1 Month,27700.0
1289,Basic,12,02-07-22,04-07-23,Australia,46,Female,Tablet,1 Month,29000.0
1290,Standard,13,02-07-22,03-07-23,Germany,43,Male,Laptop,1 Month,27600.0
1291,Premium,10,30-06-22,02-07-23,France,32,Female,Laptop,1 Month,27600.0
1292,Basic,12,30-06-22,04-07-23,Brazil,30,Female,Smart TV,1 Month,7600.0
1293,Standard,11,01-07-22,04-07-23,Mexico,40,Female,Tablet,1 Month,9000.0
1294,Premium,11,30-06-22,04-07-23,Spain,51,Female,Smartphone,1 Month,22000.0
1295,Basic,10,29-06-22,02-07-23,Italy,40,Female,Smartphone,1 Month,26700.0
1296,Premium,12,30-06-22,03-07-23,Spain,28,Male,Smart TV,1 Month,22000.0
1297,Basic,14,29-06-22,04-07-23,Spain,51,Female,Smartphone,1 Month,22000.0
1298,Standard,14,26-06-22,03-07-23,United States,27,Male,Laptop,1 Month,37800.0
1299,Standard,14,27-06-22,01-07-23,Canada,35,Male,Smart TV,1 Month,29800.0
1300,Basic,11,24-06-22,03-07-23,United States,37,Male,Laptop,1 Month,37800.0
1301,Premium,14,23-06-22,04-07-23,United States,51,Male,Smart TV,1 Month,37800.0
1302,Basic,11,23-06-22,03-07-23,Canada,40,Male,Smart TV,1 Month,29800.0
1303,Standard,14,25-06-22,03-07-23,United Kingdom,38,Male,Laptop,1 Month,27700.0
1304,Premium,11,28-06-22,03-07-23,Australia,48,Female,Laptop,1 Month,29000.0
1305,Basic,11,01-07-22,03-07-23,Germany,49,Male,Smartphone,1 Month,27600.0
1306,Premium,15,02-07-22,05-07-23,France,33,Female,Laptop,1 Month,27600.0
1307,Basic,10,06-07-22,03-07-23,Brazil,34,Female,Tablet,1 Month,7600.0
1308,Standard,15,12-07-22,06-07-23,Mexico,39,Male,Tablet,1 Month,9000.0
1309,Standard,13,17-07-22,02-07-23,Spain,37,Female,Tablet,1 Month,22000.0
1310,Basic,15,23-07-22,05-07-23,Italy,44,Male,Laptop,1 Month,26700.0
1311,Premium,15,29-07-22,04-07-23,Spain,35,Male,Tablet,1 Month,22000.0
1312,Basic,11,06-08-22,06-07-23,Spain,31,Female,Laptop,1 Month,22000.0
1313,Standard,10,09-08-22,02-07-23,United States,39,Male,Smart TV,1 Month,37800.0
1314,Premium,13,14-08-22,05-07-23,Canada,38,Male,Tablet,1 Month,29800.0
1315,Basic,11,20-08-22,03-07-23,United States,42,Male,Smartphone,1 Month,37800.0
1316,Premium,12,28-08-22,05-07-23,United States,48,Female,Tablet,1 Month,37800.0
1317,Basic,11,02-09-22,03-07-23,Canada,31,Male,Tablet,1 Month,29800.0
1318,Standard,11,04-09-22,05-07-23,United Kingdom,42,Male,Smartphone,1 Month,27700.0
1319,Standard,14,06-09-22,03-07-23,Australia,35,Male,Smartphone,1 Month,29000.0
1320,Basic,10,14-09-22,05-07-23,Germany,39,Male,Laptop,1 Month,27600.0
1321,Premium,13,15-09-22,04-07-23,France,50,Female,Tablet,1 Month,27600.0
1322,Basic,11,16-09-22,06-07-23,Brazil,40,Male,Smartphone,1 Month,7600.0
1323,Standard,10,28-09-22,02-07-23,Mexico,29,Male,Smartphone,1 Month,9000.0
1324,Premium,10,02-10-22,04-07-23,Spain,48,Female,Smart TV,1 Month,22000.0
1325,Basic,15,03-10-22,04-07-23,Italy,34,Male,Smartphone,1 Month,26700.0
1326,Premium,10,05-10-22,05-07-23,Spain,48,Male,Smartphone,1 Month,22000.0
1327,Basic,12,07-10-22,02-07-23,Spain,48,Male,Laptop,1 Month,22000.0
1328,Standard,12,09-10-22,04-07-23,United States,35,Female,Tablet,1 Month,37800.0
1329,Standard,11,11-10-22,04-07-23,Canada,29,Male,Laptop,1 Month,29800.0
1330,Basic,14,13-10-22,05-07-23,United States,47,Female,Smart TV,1 Month,37800.0
1331,Premium,12,15-10-22,02-07-23,United States,36,Male,Smartphone,1 Month,37800.0
1332,Basic,12,17-10-22,04-07-23,Canada,40,Female,Smartphone,1 Month,29800.0
1333,Standard,14,21-10-22,04-07-23,United Kingdom,51,Male,Tablet,1 Month,27700.0
1334,Premium,12,23-10-22,05-07-23,Australia,37,Male,Smart TV,1 Month,29000.0
1335,Basic,12,24-10-22,06-07-23,Germany,36,Male,Tablet,1 Month,27600.0
1336,Premium,12,28-10-22,04-07-23,France,45,Male,Tablet,1 Month,27600.0
1337,Basic,11,31-10-22,04-07-23,Brazil,31,Female,Tablet,1 Month,7600.0
1338,Standard,14,03-11-22,04-07-23,Mexico,45,Female,Laptop,1 Month,9000.0
1339,Standard,11,04-11-22,05-07-23,Spain,30,Male,Laptop,1 Month,22000.0
1340,Basic,14,05-11-22,06-07-23,Italy,40,Female,Smartphone,1 Month,26700.0
1341,Premium,14,06-11-22,04-07-23,Spain,44,Female,Smart TV,1 Month,22000.0
1342,Basic,12,01-11-22,05-07-23,Spain,36,Female,Laptop,1 Month,22000.0
1343,Standard,10,01-11-22,05-07-23,United States,36,Male,Tablet,1 Month,37800.0
1344,Premium,11,29-10-22,05-07-23,Canada,32,Female,Smartphone,1 Month,29800.0
1345,Basic,10,27-10-22,03-07-23,United States,46,Male,Smart TV,1 Month,37800.0
1346,Basic,12,16-10-22,04-07-23,United States,39,Female,Smart TV,1 Month,37800.0
1347,Basic,13,14-10-22,04-07-23,Canada,30,Male,Smart TV,1 Month,29800.0
1348,Standard,13,14-09-22,05-07-23,United Kingdom,34,Male,Laptop,1 Month,27700.0
1349,Premium,14,03-09-22,03-07-23,Australia,28,Male,Laptop,1 Month,29000.0
1350,Basic,13,27-08-22,04-07-23,Germany,39,Female,Smartphone,1 Month,27600.0
1351,Basic,12,27-08-22,05-07-23,France,34,Female,Laptop,1 Month,27600.0
1352,Premium,13,21-08-22,05-07-23,Brazil,42,Male,Laptop,1 Month,7600.0
1353,Standard,13,13-08-22,02-07-23,Mexico,29,Female,Tablet,1 Month,9000.0
1354,Standard,13,12-08-22,04-07-23,Spain,29,Male,Tablet,1 Month,22000.0
1355,Basic,12,24-07-22,04-07-23,Italy,30,Male,Tablet,1 Month,26700.0
1356,Premium,11,24-07-22,04-07-23,Spain,51,Male,Smartphone,1 Month,22000.0
1357,Standard,11,12-07-22,02-07-23,Spain,51,Male,Smart TV,1 Month,22000.0
1358,Basic,13,09-07-22,04-07-23,United States,44,Male,Tablet,1 Month,37800.0
1359,Standard,13,09-07-22,05-07-23,Canada,35,Male,Laptop,1 Month,29800.0
1360,Premium,10,10-07-22,04-07-23,United States,39,Male,Smart TV,1 Month,37800.0
1361,Basic,12,02-07-22,02-07-23,United States,41,Female,Laptop,1 Month,37800.0
1362,Premium,13,02-07-22,04-07-23,Canada,44,Female,Laptop,1 Month,29800.0
1363,Standard,11,01-07-22,05-07-23,United Kingdom,29,Male,Laptop,1 Month,27700.0
1364,Basic,14,01-07-22,04-07-23,Australia,47,Male,Tablet,1 Month,29000.0
1365,Standard,10,30-06-22,02-07-23,Germany,28,Female,Smartphone,1 Month,27600.0
1366,Premium,15,29-06-22,04-07-23,France,45,Male,Laptop,1 Month,27600.0
1367,Basic,11,26-06-22,04-07-23,Brazil,28,Female,Smartphone,1 Month,7600.0
1368,Standard,14,27-06-22,03-07-23,Mexico,31,Female,Laptop,1 Month,9000.0
1369,Premium,13,25-06-22,03-07-23,Spain,47,Female,Laptop,1 Month,22000.0
1370,Basic,13,23-06-22,04-07-23,Italy,42,Female,Tablet,1 Month,26700.0
1371,Premium,14,24-06-22,04-07-23,Spain,34,Female,Laptop,1 Month,22000.0
1372,Basic,12,25-06-22,05-07-23,Spain,40,Female,Laptop,1 Month,22000.0
1373,Standard,13,26-06-22,04-07-23,United States,42,Female,Laptop,1 Month,37800.0
1374,Standard,14,27-06-22,07-07-23,Canada,33,Male,Smart TV,1 Month,29800.0
1375,Basic,12,30-06-22,03-07-23,United States,30,Male,Laptop,1 Month,37800.0
1376,Premium,14,03-07-22,05-07-23,United States,29,Male,Tablet,1 Month,37800.0
1377,Basic,13,09-07-22,04-07-23,Canada,31,Male,Smart TV,1 Month,29800.0
1378,Standard,14,17-07-22,06-07-23,United Kingdom,46,Female,Smart TV,1 Month,27700.0
1379,Premium,11,22-07-22,03-07-23,Australia,46,Female,Smartphone,1 Month,29000.0
1380,Basic,11,28-07-22,05-07-23,Germany,47,Male,Laptop,1 Month,27600.0
1381,Premium,12,04-08-22,04-07-23,France,48,Female,Smart TV,1 Month,27600.0
1382,Basic,13,08-08-22,06-07-23,Brazil,32,Female,Smart TV,1 Month,7600.0
1383,Standard,13,13-08-22,04-07-23,Mexico,51,Female,Tablet,1 Month,9000.0
1384,Standard,13,17-08-22,05-07-23,Spain,33,Male,Smart TV,1 Month,22000.0
1385,Basic,15,20-08-22,04-07-23,Italy,43,Male,Smartphone,1 Month,26700.0
1386,Premium,14,28-08-22,06-07-23,Spain,43,Female,Smart TV,1 Month,22000.0
1387,Basic,13,29-08-22,04-07-23,Spain,42,Male,Smart TV,1 Month,22000.0
1388,Standard,15,03-09-22,05-07-23,United States,30,Male,Smartphone,1 Month,37800.0
1389,Premium,13,10-09-22,03-07-23,Canada,50,Male,Smartphone,1 Month,29800.0
1390,Basic,11,13-09-22,05-07-23,United States,51,Female,Laptop,1 Month,37800.0
1391,Premium,14,15-09-22,04-07-23,United States,36,Female,Tablet,1 Month,37800.0
1392,Basic,13,25-09-22,06-07-23,Canada,41,Female,Tablet,1 Month,29800.0
1393,Standard,10,01-10-22,03-07-23,United Kingdom,37,Male,Smart TV,1 Month,27700.0
1394,Standard,11,02-10-22,04-07-23,Australia,30,Female,Tablet,1 Month,29000.0
1395,Basic,11,05-10-22,04-07-23,Germany,50,Female,Tablet,1 Month,27600.0
1396,Premium,14,06-10-22,05-07-23,France,41,Female,Smart TV,1 Month,27600.0
1397,Basic,14,07-10-22,03-07-23,Brazil,29,Female,Laptop,1 Month,7600.0
1398,Standard,12,10-10-22,04-07-23,Mexico,43,Male,Smart TV,1 Month,9000.0
1399,Premium,12,12-10-22,04-07-23,Spain,31,Female,Smart TV,1 Month,22000.0
1400,Basic,14,15-10-22,06-07-23,Italy,40,Male,Laptop,1 Month,26700.0
1401,Premium,12,17-10-22,05-07-23,Spain,35,Female,Smart TV,1 Month,22000.0
1402,Basic,13,21-10-22,04-07-23,Spain,39,Female,Laptop,1 Month,22000.0
1403,Standard,14,23-10-22,05-07-23,United States,48,Male,Laptop,1 Month,37800.0
1404,Standard,14,24-10-22,05-07-23,Canada,42,Female,Tablet,1 Month,29800.0
1405,Basic,11,27-10-22,06-07-23,United States,48,Female,Smart TV,1 Month,37800.0
1406,Premium,10,30-10-22,07-07-23,United States,33,Female,Smart TV,1 Month,37800.0
1407,Basic,14,31-10-22,04-07-23,Canada,45,Female,Smart TV,1 Month,29800.0
1408,Standard,14,03-11-22,04-07-23,United Kingdom,40,Female,Smart TV,1 Month,27700.0
1409,Premium,15,05-11-22,06-07-23,Australia,38,Male,Tablet,1 Month,29000.0
1410,Basic,14,06-11-22,06-07-23,Germany,31,Female,Tablet,1 Month,27600.0
1411,Premium,14,01-11-22,04-07-23,France,33,Female,Smart TV,1 Month,27600.0
1412,Basic,15,02-11-22,05-07-23,Brazil,27,Male,Laptop,1 Month,7600.0
1413,Standard,13,02-11-22,05-07-23,Mexico,47,Male,Smartphone,1 Month,9000.0
1414,Standard,15,01-11-22,06-07-23,Spain,41,Male,Tablet,1 Month,22000.0
1415,Basic,11,17-10-22,03-07-23,Italy,32,Female,Smart TV,1 Month,26700.0
1416,Premium,11,18-10-22,05-07-23,Spain,31,Male,Smart TV,1 Month,22000.0
1417,Basic,13,28-09-22,05-07-23,Spain,43,Female,Tablet,1 Month,22000.0
1418,Standard,15,23-09-22,05-07-23,United States,42,Female,Smart TV,1 Month,37800.0
1419,Premium,15,22-09-22,03-07-23,Canada,46,Male,Smartphone,1 Month,29800.0
1420,Basic,12,31-08-22,04-07-23,United States,27,Female,Smartphone,1 Month,37800.0
1421,Basic,15,28-08-22,05-07-23,United States,48,Female,Smart TV,1 Month,37800.0
1422,Basic,15,27-08-22,05-07-23,Canada,49,Male,Laptop,1 Month,29800.0
1423,Standard,12,17-08-22,03-07-23,United Kingdom,43,Male,Smart TV,1 Month,27700.0
1424,Premium,14,09-08-22,04-07-23,Australia,38,Male,Laptop,1 Month,29000.0
1425,Basic,13,24-07-22,05-07-23,Germany,37,Male,Smartphone,1 Month,27600.0
1426,Basic,12,16-07-22,04-07-23,France,39,Female,Smart TV,1 Month,27600.0
1427,Premium,10,15-07-22,03-07-23,Brazil,40,Male,Tablet,1 Month,7600.0
1428,Standard,12,12-07-22,05-07-23,Mexico,40,Male,Smart TV,1 Month,9000.0
1429,Standard,12,12-07-22,06-07-23,Spain,48,Male,Laptop,1 Month,22000.0
1430,Basic,13,09-07-22,05-07-23,Italy,43,Female,Smart TV,1 Month,26700.0
1431,Premium,10,05-07-22,02-07-23,Spain,46,Male,Laptop,1 Month,22000.0
1432,Standard,11,05-07-22,05-07-23,Spain,43,Male,Smartphone,1 Month,22000.0
1433,Basic,10,03-07-22,05-07-23,United States,30,Female,Tablet,1 Month,37800.0
1434,Standard,13,01-07-22,04-07-23,Canada,51,Female,Laptop,1 Month,29800.0
1435,Premium,12,30-06-22,03-07-23,United States,30,Male,Smartphone,1 Month,37800.0
1436,Basic,14,27-06-22,04-07-23,United States,47,Female,Smart TV,1 Month,37800.0
1437,Premium,13,28-06-22,04-07-23,Canada,41,Male,Laptop,1 Month,29800.0
1438,Standard,10,28-06-22,05-07-23,United Kingdom,45,Female,Smartphone,1 Month,27700.0
1439,Basic,14,24-06-22,04-07-23,Australia,47,Female,Laptop,1 Month,29000.0
1440,Standard,11,24-06-22,05-07-23,Germany,48,Female,Smart TV,1 Month,27600.0
1441,Premium,11,25-06-22,04-07-23,France,51,Female,Tablet,1 Month,27600.0
1442,Basic,10,26-06-22,06-07-23,Brazil,29,Male,Smart TV,1 Month,7600.0
1443,Standard,13,27-06-22,05-07-23,Mexico,43,Female,Laptop,1 Month,9000.0
1444,Premium,13,29-06-22,07-07-23,Spain,49,Female,Tablet,1 Month,22000.0
1445,Basic,11,02-07-22,03-07-23,Italy,37,Male,Smartphone,1 Month,26700.0
1446,Premium,13,07-07-22,05-07-23,Spain,48,Male,Tablet,1 Month,22000.0
1447,Basic,11,13-07-22,05-07-23,Spain,36,Female,Tablet,1 Month,22000.0
1448,Standard,14,18-07-22,07-07-23,United States,33,Female,Laptop,1 Month,37800.0
1449,Standard,14,24-07-22,04-07-23,Canada,38,Female,Laptop,1 Month,29800.0
1450,Basic,12,31-07-22,06-07-23,United States,42,Female,Smartphone,1 Month,37800.0
1451,Premium,15,01-08-22,05-07-23,United States,30,Female,Tablet,1 Month,37800.0
1452,Basic,10,08-08-22,06-07-23,Canada,39,Male,Smart TV,1 Month,29800.0
1453,Standard,14,13-08-22,04-07-23,United Kingdom,36,Male,Smartphone,1 Month,27700.0
1454,Premium,11,14-08-22,06-07-23,Australia,27,Female,Smartphone,1 Month,29000.0
1455,Basic,11,23-08-22,04-07-23,Germany,49,Male,Smart TV,1 Month,27600.0
1456,Premium,14,27-08-22,06-07-23,France,31,Male,Laptop,1 Month,27600.0
1457,Basic,10,31-08-22,05-07-23,Brazil,36,Male,Laptop,1 Month,7600.0
1458,Standard,14,09-09-22,06-07-23,Mexico,41,Female,Tablet,1 Month,9000.0
1459,Standard,10,10-09-22,04-07-23,Spain,45,Female,Laptop,1 Month,22000.0
1460,Basic,14,12-09-22,05-07-23,Italy,45,Male,Smart TV,1 Month,26700.0
1461,Premium,11,17-09-22,05-07-23,Spain,32,Male,Smart TV,1 Month,22000.0
1462,Basic,13,21-09-22,06-07-23,Spain,41,Female,Smartphone,1 Month,22000.0
1463,Standard,11,02-10-22,03-07-23,United States,37,Male,Smart TV,1 Month,37800.0
1464,Premium,10,04-10-22,05-07-23,Canada,27,Male,Laptop,1 Month,29800.0
1465,Basic,14,06-10-22,04-07-23,United States,41,Male,Laptop,1 Month,37800.0
1466,Premium,13,07-10-22,06-07-23,United States,30,Female,Smart TV,1 Month,37800.0
1467,Basic,12,08-10-22,04-07-23,Canada,43,Male,Smartphone,1 Month,29800.0
1468,Standard,12,11-10-22,05-07-23,United Kingdom,51,Male,Laptop,1 Month,27700.0
1469,Standard,12,13-10-22,04-07-23,Australia,46,Female,Smart TV,1 Month,29000.0
1470,Basic,10,15-10-22,06-07-23,Germany,27,Female,Tablet,1 Month,27600.0
1471,Premium,10,19-10-22,06-07-23,France,51,Female,Smartphone,1 Month,27600.0
1472,Basic,14,21-10-22,06-07-23,Brazil,28,Female,Laptop,1 Month,7600.0
1473,Standard,14,23-10-22,05-07-23,Mexico,33,Male,Smartphone,1 Month,9000.0
1474,Premium,12,26-10-22,05-07-23,Spain,31,Female,Laptop,1 Month,22000.0
1475,Basic,13,27-10-22,06-07-23,Italy,47,Male,Laptop,1 Month,26700.0
1476,Premium,10,31-10-22,07-07-23,Spain,45,Female,Tablet,1 Month,22000.0
1477,Basic,13,03-11-22,05-07-23,Spain,42,Male,Smart TV,1 Month,22000.0
1478,Standard,15,05-11-22,06-07-23,United States,47,Female,Smart TV,1 Month,37800.0
1479,Standard,12,06-11-22,06-07-23,Canada,29,Female,Smart TV,1 Month,29800.0
1480,Basic,13,03-11-22,07-07-23,United States,49,Female,Laptop,1 Month,37800.0
1481,Premium,14,03-11-22,04-07-23,United States,41,Female,Laptop,1 Month,37800.0
1482,Basic,13,04-11-22,05-07-23,Canada,45,Male,Smartphone,1 Month,29800.0
1483,Standard,14,02-11-22,06-07-23,United Kingdom,49,Male,Smart TV,1 Month,27700.0
1484,Premium,13,27-10-22,06-07-23,Australia,41,Male,Smart TV,1 Month,29000.0
1485,Basic,15,27-10-22,04-07-23,Germany,37,Male,Laptop,1 Month,27600.0
1486,Premium,14,15-10-22,05-07-23,France,31,Male,Smartphone,1 Month,27600.0
1487,Basic,13,03-10-22,05-07-23,Brazil,29,Male,Smartphone,1 Month,7600.0
1488,Standard,10,25-09-22,05-07-23,Mexico,51,Female,Smart TV,1 Month,9000.0
1489,Standard,12,16-09-22,03-07-23,Spain,33,Male,Smart TV,1 Month,22000.0
1490,Basic,12,14-09-22,04-07-23,Italy,31,Male,Smartphone,1 Month,26700.0
1491,Premium,11,11-09-22,05-07-23,Spain,42,Female,Laptop,1 Month,22000.0
1492,Basic,15,09-09-22,05-07-23,Spain,48,Female,Laptop,1 Month,22000.0
1493,Standard,13,12-08-22,03-07-23,United States,37,Female,Laptop,1 Month,37800.0
1494,Premium,13,04-08-22,06-07-23,Canada,51,Female,Smartphone,1 Month,29800.0
1495,Basic,12,04-08-22,06-07-23,United States,29,Female,Tablet,1 Month,37800.0
1496,Basic,13,31-07-22,05-07-23,United States,46,Male,Tablet,1 Month,37800.0
1497,Basic,15,29-07-22,03-07-23,Canada,35,Male,Smart TV,1 Month,29800.0
1498,Standard,15,14-07-22,05-07-23,United Kingdom,44,Female,Smartphone,1 Month,27700.0
1499,Premium,12,13-07-22,06-07-23,Australia,36,Male,Smart TV,1 Month,29000.0
1500,Basic,14,11-07-22,05-07-23,Germany,38,Female,Tablet,1 Month,27600.0
1501,Basic,12,12-07-22,03-07-23,France,36,Male,Smart TV,1 Month,27600.0
1502,Premium,14,11-07-22,05-07-23,Brazil,40,Female,Laptop,1 Month,7600.0
1503,Standard,10,02-07-22,05-07-23,Mexico,29,Male,Laptop,1 Month,9000.0
1504,Standard,11,30-06-22,06-07-23,Spain,32,Male,Smart TV,1 Month,22000.0
1505,Basic,12,30-06-22,05-07-23,Italy,30,Male,Laptop,1 Month,26700.0
1506,Premium,10,29-06-22,05-07-23,Spain,47,Male,Smartphone,1 Month,22000.0
1507,Standard,15,30-06-22,04-07-23,Spain,28,Female,Tablet,1 Month,22000.0
1508,Basic,11,24-06-22,05-07-23,United States,49,Male,Laptop,1 Month,37800.0
1509,Standard,12,25-06-22,04-07-23,Canada,50,Male,Smartphone,1 Month,29800.0
1510,Premium,11,25-06-22,07-07-23,United States,33,Male,Smart TV,1 Month,37800.0
1511,Basic,13,26-06-22,04-07-23,United States,50,Male,Smart TV,1 Month,37800.0
1512,Premium,10,27-06-22,06-07-23,Canada,28,Female,Smart TV,1 Month,29800.0
1513,Standard,12,29-06-22,06-07-23,United Kingdom,41,Male,Smartphone,1 Month,27700.0
1514,Basic,12,01-07-22,07-07-23,Australia,30,Female,Smartphone,1 Month,29000.0
1515,Standard,10,03-07-22,04-07-23,Germany,32,Male,Smart TV,1 Month,27600.0
1516,Premium,15,12-07-22,07-07-23,France,50,Male,Laptop,1 Month,27600.0
1517,Basic,11,15-07-22,05-07-23,Brazil,28,Female,Smart TV,1 Month,7600.0
1518,Standard,13,19-07-22,07-07-23,Mexico,45,Male,Smart TV,1 Month,9000.0
1519,Premium,14,27-07-22,05-07-23,Spain,31,Male,Tablet,1 Month,22000.0
1520,Basic,11,29-07-22,06-07-23,Italy,27,Female,Smartphone,1 Month,26700.0
1521,Premium,11,06-08-22,05-07-23,Spain,49,Male,Tablet,1 Month,22000.0
1522,Basic,10,13-08-22,06-07-23,Spain,32,Female,Laptop,1 Month,22000.0
1523,Standard,13,14-08-22,05-07-23,United States,38,Male,Smart TV,1 Month,37800.0
1524,Standard,11,20-08-22,07-07-23,Canada,39,Male,Smartphone,1 Month,29800.0
1525,Basic,14,24-08-22,04-07-23,United States,50,Female,Tablet,1 Month,37800.0
1526,Premium,10,28-08-22,06-07-23,United States,51,Male,Tablet,1 Month,37800.0
1527,Basic,15,05-09-22,05-07-23,Canada,32,Female,Smart TV,1 Month,29800.0
1528,Standard,12,10-09-22,07-07-23,United Kingdom,45,Female,Smart TV,1 Month,27700.0
1529,Premium,12,11-09-22,04-07-23,Australia,31,Female,Laptop,1 Month,29000.0
1530,Basic,12,14-09-22,06-07-23,Germany,44,Male,Smartphone,1 Month,27600.0
1531,Premium,12,21-09-22,05-07-23,France,30,Female,Tablet,1 Month,27600.0
1532,Basic,13,26-09-22,07-07-23,Brazil,44,Female,Tablet,1 Month,7600.0
1533,Standard,10,30-09-22,03-07-23,Mexico,37,Male,Tablet,1 Month,9000.0
1534,Standard,14,02-10-22,06-07-23,Spain,30,Female,Tablet,1 Month,22000.0
1535,Basic,12,06-10-22,05-07-23,Italy,31,Female,Smart TV,1 Month,26700.0
1536,Premium,15,07-10-22,06-07-23,Spain,31,Female,Laptop,1 Month,22000.0
1537,Basic,15,09-10-22,06-07-23,Spain,44,Male,Tablet,1 Month,22000.0
1538,Standard,10,11-10-22,05-07-23,United States,44,Female,Smart TV,1 Month,37800.0
1539,Premium,14,12-10-22,05-07-23,Canada,34,Male,Laptop,1 Month,29800.0
1540,Basic,12,16-10-22,06-07-23,United States,42,Male,Laptop,1 Month,37800.0
1541,Premium,15,17-10-22,07-07-23,United States,33,Male,Smartphone,1 Month,37800.0
1542,Basic,11,21-10-22,07-07-23,Canada,35,Male,Smart TV,1 Month,29800.0
1543,Standard,15,23-10-22,06-07-23,United Kingdom,34,Female,Laptop,1 Month,27700.0
1544,Standard,14,25-10-22,05-07-23,Australia,47,Male,Tablet,1 Month,29000.0
1545,Basic,13,27-10-22,06-07-23,Germany,43,Female,Laptop,1 Month,27600.0
1546,Premium,13,29-10-22,08-07-23,France,43,Male,Smart TV,1 Month,27600.0
1547,Basic,13,01-11-22,05-07-23,Brazil,35,Female,Smartphone,1 Month,7600.0
1548,Standard,13,04-11-22,06-07-23,Mexico,39,Male,Tablet,1 Month,9000.0
1549,Premium,10,04-11-22,06-07-23,Spain,39,Male,Tablet,1 Month,22000.0
1550,Basic,11,04-11-22,07-07-23,Italy,49,Female,Smart TV,1 Month,26700.0
1551,Premium,14,05-11-22,04-07-23,Spain,30,Male,Tablet,1 Month,22000.0
1552,Basic,12,02-11-22,05-07-23,Spain,31,Female,Tablet,1 Month,22000.0
1553,Standard,12,03-11-22,06-07-23,United States,39,Male,Tablet,1 Month,37800.0
1554,Standard,14,30-10-22,06-07-23,Canada,30,Female,Laptop,1 Month,29800.0
1555,Basic,13,31-10-22,04-07-23,United States,43,Female,Smartphone,1 Month,37800.0
1556,Premium,10,14-10-22,05-07-23,United States,29,Female,Smartphone,1 Month,37800.0
1557,Basic,14,26-09-22,05-07-23,Canada,46,Male,Smart TV,1 Month,29800.0
1558,Standard,15,17-09-22,06-07-23,United Kingdom,35,Male,Smartphone,1 Month,27700.0
1559,Premium,12,16-09-22,03-07-23,Australia,30,Male,Tablet,1 Month,29000.0
1560,Basic,12,12-09-22,07-07-23,Germany,39,Female,Smart TV,1 Month,27600.0
1561,Premium,14,12-09-22,06-07-23,France,41,Male,Laptop,1 Month,27600.0
1562,Basic,12,29-08-22,05-07-23,Brazil,27,Male,Smartphone,1 Month,7600.0
1563,Standard,15,25-08-22,03-07-23,Mexico,42,Male,Laptop,1 Month,9000.0
1564,Standard,11,15-08-22,06-07-23,Spain,45,Female,Tablet,1 Month,22000.0
1565,Basic,10,11-08-22,07-07-23,Italy,36,Female,Smart TV,1 Month,26700.0
1566,Premium,12,10-08-22,06-07-23,Spain,35,Male,Laptop,1 Month,22000.0
1567,Basic,13,26-07-22,04-07-23,Spain,38,Male,Smartphone,1 Month,22000.0
